Gr_Liv_Area,First_Flr_SF,Second_Flr_SF,Total_Bsmt_SF,Low_Qual_Fin_SF,Wood_Deck_SF,Open_Porch_SF,Bsmt_Unf_SF,Mas_Vnr_Area,Garage_Cars,Garage_Area,Year_Built,TotRms_AbvGrd,Full_Bath,Overall_Qual,Kitchen_Qual,Fireplaces,Fireplace_Qu,Exter_Qual,Lot_Frontage,Lot_Area,Longitude,Latitude,Misc_Val,Year_Sold,Sale_Price
987,483,504,483,0,0,0,153,158,1,264,1973,5,1,Above_Average,Typical,0,No_Fireplace,Typical,21,1680,-93.627629,42.052755,0,2008,100000
987,483,504,483,0,411,0,0,422,1,352,1972,5,1,Above_Average,Typical,0,No_Fireplace,Typical,21,1890,-93.627114,42.051479,0,2008,100500
987,483,504,483,0,0,0,162,127,1,280,1970,5,1,Above_Average,Typical,0,No_Fireplace,Typical,21,1869,-93.629462,42.052332,0,2008,106000
1456,855,601,855,0,0,0,275,0,2,460,1975,7,2,Above_Average,Typical,0,No_Fireplace,Typical,24,2308,-93.625986,42.05068,0,2008,143000
1055,1055,0,1055,0,0,38,677,0,2,440,1977,4,2,Good,Typical,0,No_Fireplace,Typical,24,2529,-93.625848,42.050257,0,2008,148500
892,892,0,864,0,0,0,524,65,1,264,1966,5,1,Average,Typical,0,No_Fireplace,Typical,0,9477,-93.62649,42.04845,0,2008,110000
1950,1950,0,1950,0,156,207,575,480,3,706,2007,7,2,Excellent,Excellent,1,Good,Excellent,104,14418,-93.657889,42.061133,0,2008,383000
2790,1632,1158,1620,0,30,200,538,468,4,1150,2005,10,2,Very_Excellent,Excellent,1,Excellent,Excellent,96,12539,-93.656801,42.060427,0,2008,460000
2331,1414,917,1414,0,192,63,165,368,3,1003,2005,9,2,Excellent,Excellent,1,Good,Good,102,12151,-93.65369,42.060766,0,2008,379000
2088,948,1140,948,0,100,24,908,108,3,656,2007,10,2,Very_Good,Good,1,Good,Excellent,74,8899,-93.654734,42.060425,0,2008,250000
2470,2470,0,2535,0,154,65,278,680,3,789,2003,7,1,Very_Excellent,Excellent,2,Good,Excellent,106,12720,-93.656958,42.058484,0,2008,615000
2046,1006,1040,998,0,320,62,132,292,3,871,2003,8,2,Good,Good,1,Good,Good,85,10625,-93.652549,42.058573,0,2008,284000
2690,1804,886,1765,0,268,58,1765,221,3,795,2003,9,2,Very_Good,Good,1,Good,Good,112,16451,-93.654914,42.058694,0,2008,370000
1367,1367,0,1367,0,0,33,1347,144,2,484,2005,6,2,Good,Good,1,Good,Good,135,12304,-93.649744,42.0582,0,2008,192000
1518,1518,0,1518,0,185,140,300,472,2,588,2003,6,1,Very_Good,Excellent,1,Good,Excellent,62,12677,-93.653868,42.056766,0,2008,274000
1626,764,862,764,0,0,27,764,106,2,474,2003,6,2,Good,Good,0,No_Fireplace,Good,36,2448,-93.649997,42.057468,0,2008,155000
1626,764,862,764,0,0,27,191,106,2,474,2003,6,2,Good,Good,0,No_Fireplace,Good,36,2448,-93.650607,42.057094,0,2008,154000
1358,1358,0,1358,0,192,30,638,146,2,484,2004,6,2,Good,Good,1,Good,Good,59,8198,-93.65089,42.056616,0,2008,207000
1455,1455,0,1415,0,156,20,342,143,3,644,2003,6,2,Good,Good,1,Typical,Good,0,3940,-93.640176,42.063336,0,2008,195000
1266,1266,0,1266,0,100,16,1266,16,2,388,2007,6,2,Good,Good,1,Good,Good,43,3182,-93.643039,42.062004,0,2008,159895
1515,813,702,789,0,0,75,789,0,2,393,2004,8,2,Above_Average,Good,1,Good,Good,80,9024,-93.642641,42.061316,0,2008,179000
1593,864,729,839,0,100,75,80,0,2,398,2004,8,2,Above_Average,Typical,1,Typical,Typical,62,7415,-93.643522,42.059635,0,2008,193000
1892,1008,884,982,0,108,0,438,647,2,431,2000,8,2,Good,Typical,1,Typical,Good,71,8220,-93.642397,42.058595,0,2008,226750
1490,788,702,788,0,100,75,64,0,2,388,2004,8,2,Good,Good,1,Good,Good,60,15384,-93.6442698,42.0600066,0,2008,184000
1414,707,707,707,0,100,35,707,0,2,403,2002,6,2,Good,Good,1,Good,Good,0,7750,-93.643632,42.059507,0,2008,176000
2198,1145,1053,1145,0,192,84,490,350,3,836,2000,9,2,Very_Good,Good,1,Typical,Good,84,14260,-93.653324,42.055748,0,2008,250000
2125,1064,1061,1064,0,168,0,213,0,2,576,1996,12,2,Good,Good,2,Typical,Good,97,10990,-93.655279,42.052272,0,2008,279500
2113,2113,0,2109,0,236,46,413,660,3,839,1995,7,2,Very_Good,Good,1,Typical,Good,91,10437,-93.653929,42.05162,0,2008,350000
2418,1325,1093,1311,0,250,154,138,651,3,983,1993,9,2,Good,Good,1,Typical,Good,96,10542,-93.65579,42.049501,0,2008,341000
2197,1108,1089,1080,0,385,99,0,320,3,783,1993,9,2,Good,Good,1,Good,Good,91,10010,-93.653908,42.049696,0,2008,287500
2127,1223,904,1223,0,171,132,223,448,2,525,1994,5,2,Good,Good,2,Typical,Good,81,10944,-93.651801,42.050692,0,2008,271000
1987,1987,0,1986,0,262,36,672,554,2,691,1994,7,2,Very_Good,Good,1,Typical,Good,91,14303,-93.650996,42.049484,0,2008,301500
1933,894,1039,894,0,100,18,894,74,3,668,2007,9,2,Above_Average,Good,1,Good,Good,86,14598,-93.644145,42.055157,0,2008,214000
1574,1574,0,1574,0,144,104,1550,53,3,824,2006,7,2,Very_Good,Good,1,Good,Good,75,11957,-93.642334,42.055102,0,2008,232000
1563,1563,0,1563,0,144,99,1530,468,3,758,2007,6,2,Very_Good,Good,1,Good,Typical,78,10206,-93.642376,42.054306,0,2008,245000
1861,1341,520,1341,0,144,60,1341,156,3,851,2007,7,3,Very_Good,Good,1,Good,Good,73,9801,-93.64403,42.055517,0,2008,257000
1460,1460,0,1460,0,0,20,794,0,2,480,2006,6,2,Very_Good,Good,1,Good,Good,87,10037,-93.643788,42.053183,0,2008,247000
1768,866,902,866,0,0,108,466,0,2,603,2005,7,2,Good,Good,0,No_Fireplace,Good,75,9803,-93.643836,42.052278,0,2008,226700
1958,1026,932,1026,0,154,210,1026,0,3,936,2005,9,2,Good,Good,1,Good,Good,85,10625,-93.640924,42.052275,0,2008,250000
1660,1660,0,1660,0,133,120,1660,292,3,660,2007,7,2,Very_Good,Good,1,Good,Good,85,10625,-93.641651,42.052173,0,2008,256000
1728,864,864,864,0,216,56,361,0,2,673,2003,7,2,Above_Average,Good,0,No_Fireplace,Good,64,8791,-93.639662,42.050899,0,2008,207500
1080,1080,0,1080,0,0,0,400,120,0,0,2004,6,1,Good,Good,0,No_Fireplace,Typical,63,7500,-93.692497,42.037836,0,2008,141000
1663,835,828,835,0,168,68,835,95,2,478,2003,8,2,Good,Good,0,No_Fireplace,Good,67,12774,-93.691695,42.035132,0,2008,192500
1680,886,794,886,0,144,96,284,120,2,474,1993,7,2,Above_Average,Good,0,No_Fireplace,Good,50,8480,-93.689024,42.035878,0,2008,163000
1679,1679,0,1408,0,224,42,270,258,2,575,1994,7,2,Above_Average,Good,1,Fair,Typical,65,8125,-93.688981,42.035878,0,2008,193500
1737,844,893,836,0,192,85,439,0,2,506,1992,7,2,Good,Good,0,No_Fireplace,Good,75,8285,-93.687819,42.034535,0,2008,175000
1710,832,878,832,0,144,70,406,120,2,506,1993,7,2,Above_Average,Good,0,No_Fireplace,Good,76,9291,-93.687847,42.036839,0,2008,187000
1617,1617,0,1604,0,0,69,598,0,2,533,1993,5,2,Above_Average,Good,1,Fair,Good,50,8012,-93.686428,42.036501,0,2008,193000
984,984,0,984,0,145,56,132,0,1,384,1963,5,1,Average,Typical,1,Typical,Typical,70,9100,-93.674093,42.036039,400,2008,128000
912,912,0,912,0,140,0,175,0,1,352,1962,4,1,Average,Typical,0,No_Fireplace,Typical,0,12968,-93.675743,42.035179,0,2008,144000
890,890,0,890,0,0,0,0,0,1,308,1968,5,1,Average,Typical,0,No_Fireplace,Typical,65,8450,-93.670997,42.03569,0,2008,115000
912,912,0,912,0,168,0,80,0,1,288,1961,5,1,Above_Average,Good,0,No_Fireplace,Typical,65,6768,-93.670551,42.03459,0,2008,142000
1641,1001,640,1001,0,0,0,0,0,2,490,1972,5,2,Average,Typical,1,Good,Typical,70,10759,-93.660522,42.034532,0,2008,140000
2786,1827,959,1848,0,294,49,1328,568,2,636,1993,10,2,Excellent,Good,1,Excellent,Good,105,11025,-93.653232,42.048607,0,2008,372500
1391,1391,0,1391,0,156,158,1375,0,2,530,2004,5,2,Good,Good,0,No_Fireplace,Good,59,4282,-93.647488,42.047467,0,2008,196000
1245,1245,0,1235,0,0,100,1211,0,2,495,2004,5,2,Good,Good,0,No_Fireplace,Good,37,3435,-93.646113,42.048191,0,2008,178000
1200,600,600,600,0,0,166,210,0,2,480,2005,5,2,Above_Average,Good,0,No_Fireplace,Good,30,3180,-93.64489,42.047806,0,2008,165000
1501,757,744,744,0,0,0,195,360,2,440,1999,6,2,Good,Typical,0,No_Fireplace,Typical,24,2280,-93.644172,42.047102,0,2008,179400
1549,757,792,744,0,0,32,194,216,2,440,1999,6,2,Above_Average,Typical,0,No_Fireplace,Typical,24,2280,-93.644118,42.047103,0,2008,172900
1638,1638,0,1614,0,230,68,587,260,2,495,2000,5,2,Excellent,Excellent,1,Typical,Good,0,4765,-93.646984,42.046381,0,2008,300000
1419,1419,0,1419,0,155,58,455,0,2,588,2001,5,1,Excellent,Excellent,1,Typical,Good,42,4385,-93.646989,42.046372,0,2008,290000
1557,1557,0,1557,0,124,113,416,260,2,484,1999,5,2,Excellent,Excellent,1,Typical,Good,35,4109,-93.647047,42.046088,0,2008,305000
1404,684,720,672,0,20,0,72,216,2,462,1999,5,2,Good,Good,0,No_Fireplace,Good,24,2160,-93.643729,42.046962,0,2008,170000
1586,962,624,960,0,169,0,348,466,2,480,1999,7,2,Very_Good,Good,0,No_Fireplace,Good,24,2645,-93.641785,42.047171,0,2008,170000
1607,962,645,960,0,169,0,147,456,2,480,1999,7,2,Very_Good,Good,0,No_Fireplace,Good,24,2645,-93.64177,42.047171,0,2008,200000
2393,1469,924,970,0,0,90,0,0,2,846,1998,7,2,Very_Excellent,Excellent,1,Typical,Excellent,36,3951,-93.641742,42.047171,0,2008,345000
1288,1288,0,1260,0,120,30,474,0,2,500,1996,4,1,Very_Good,Excellent,2,Good,Good,38,14963,-93.647655,42.045012,0,2008,245500
1239,1239,0,1230,0,172,24,0,0,2,477,1995,4,1,Very_Good,Good,1,Fair,Good,22,11064,-93.648705,42.044419,0,2008,217500
1719,1719,0,1719,0,122,30,100,0,2,473,1993,6,1,Very_Good,Good,2,Good,Good,32,10846,-93.648954,42.044642,0,2008,324000
1232,1232,0,1232,0,0,0,572,0,2,516,1984,6,2,Above_Average,Typical,0,No_Fireplace,Typical,0,11120,-93.645713,42.044693,0,2008,162500
1671,1671,0,1426,0,280,90,0,0,2,550,1976,6,3,Very_Good,Excellent,1,Good,Excellent,103,16280,-93.658315,42.037578,0,2008,290000
1812,952,860,952,0,144,112,952,0,2,469,2002,7,2,Good,Typical,1,Typical,Good,0,7500,-93.6392251,42.048726,0,2008,205000
1682,1682,0,1304,0,98,0,1304,288,2,530,1970,7,2,Good,Typical,1,Good,Typical,80,10400,-93.635095,42.047928,0,2008,174000
1625,1625,0,1625,0,0,0,1625,0,2,484,1965,8,2,Average,Typical,0,No_Fireplace,Typical,75,9750,-93.6324549,42.042943,0,2008,140500
1464,732,732,732,0,0,40,0,0,2,470,1968,7,1,Average,Typical,0,No_Fireplace,Typical,73,8814,-93.6264356,42.0458538,0,2008,141000
1728,1728,0,1728,0,0,0,1728,0,2,576,1965,10,2,Average,Typical,0,No_Fireplace,Typical,72,11072,-93.62462,42.047541,0,2008,145000
1670,845,825,825,0,0,0,242,0,2,464,1971,7,1,Good,Typical,0,No_Fireplace,Typical,0,13355,-93.629079,42.044262,0,2008,170000
1876,943,933,901,0,0,69,459,270,2,540,1974,8,2,Above_Average,Good,1,Typical,Good,76,9120,-93.630732,42.044851,0,2008,185000
1632,800,832,800,0,0,40,336,252,2,484,1966,7,1,Above_Average,Good,0,No_Fireplace,Typical,0,9130,-93.625925,42.043142,0,2008,173000
999,999,0,944,0,144,76,77,210,2,588,1961,6,1,Good,Excellent,0,No_Fireplace,Excellent,0,12122,-93.624499,42.043845,0,2008,178400
1978,1098,880,832,0,0,43,280,342,2,486,1968,9,2,Good,Typical,1,Good,Typical,0,9900,-93.625799,42.044101,0,2008,176000
907,907,0,907,0,0,0,619,0,1,352,1957,5,1,Below_Average,Typical,0,No_Fireplace,Typical,77,8593,-93.622673,42.044773,0,2008,109008
952,952,0,952,0,0,0,724,0,1,283,1956,4,1,Below_Average,Typical,0,No_Fireplace,Typical,0,8475,-93.622662,42.044773,0,2008,135750
1092,1092,0,1092,0,0,0,305,260,2,504,1964,6,1,Above_Average,Typical,0,No_Fireplace,Typical,75,8250,-93.6277098,42.0417754,0,2008,145000
1350,1350,0,1248,0,176,0,288,259,2,520,1964,6,1,Above_Average,Typical,0,No_Fireplace,Typical,82,9020,-93.626171,42.041811,0,2008,168500
1053,1053,0,1053,0,0,0,247,54,1,312,1959,5,1,Average,Good,0,No_Fireplace,Good,72,10007,-93.623267,42.04102,0,2008,145500
1252,1252,0,1252,0,0,39,1252,243,2,528,1959,7,1,Above_Average,Good,0,No_Fireplace,Good,80,10721,-93.6219226,42.0418699,0,2008,142000
720,720,0,0,0,0,0,0,0,1,287,1949,4,1,Fair,Typical,0,No_Fireplace,Typical,0,6627,-93.628205,42.035582,0,2008,72500
729,729,0,270,0,0,0,270,0,0,0,1935,5,1,Fair,Typical,0,No_Fireplace,Good,56,4130,-93.62936,42.035571,0,2008,52000
1337,1337,0,572,0,0,192,232,0,1,264,1950,7,1,Average,Good,1,Good,Typical,80,9600,-93.622644,42.036102,0,2008,141500
1661,1661,0,992,0,0,28,161,0,1,377,1955,8,1,Above_Average,Good,1,Typical,Typical,80,9600,-93.623556,42.03713,0,2008,165500
1144,1144,0,1144,0,0,0,572,136,2,456,1961,6,1,Average,Typical,0,No_Fireplace,Typical,75,7875,-93.6178602,42.0470858,0,2008,139950
1431,1431,0,1099,0,64,110,728,305,1,296,1962,6,1,Above_Average,Typical,1,Good,Typical,101,9150,-93.615685,42.046935,0,2008,165000
1988,1104,884,1104,0,0,230,529,410,2,480,1966,9,2,Above_Average,Good,1,Good,Good,90,14670,-93.615614,42.046572,0,2008,227000
1144,1144,0,1144,0,0,88,247,0,1,336,1963,6,1,Average,Typical,0,No_Fireplace,Typical,71,9204,-93.6193303,42.0423032,0,2008,124000
1283,1283,0,931,0,0,0,319,0,2,506,1962,6,1,Average,Typical,0,No_Fireplace,Typical,70,7763,-93.619022,42.044736,0,2008,140000
1261,1261,0,1261,0,0,0,599,0,2,433,1958,6,1,Above_Average,Typical,1,Typical,Typical,76,9120,-93.617543,42.044853,1400,2008,163000
1570,1570,0,1395,0,490,0,437,187,2,441,1958,5,1,Above_Average,Typical,1,Typical,Typical,90,13200,-93.613222,42.044304,0,2008,166800
1196,1196,0,1196,0,0,44,580,74,1,297,1956,6,1,Above_Average,Typical,1,Good,Typical,72,9000,-93.614856,42.042187,0,2008,139000
1392,1392,0,1392,0,0,0,352,387,2,458,1957,6,1,Above_Average,Typical,2,Good,Typical,80,11900,-93.613077,42.0438199,0,2008,166000
1080,1080,0,1080,0,0,0,510,135,1,288,1958,5,1,Above_Average,Typical,0,No_Fireplace,Typical,75,9464,-93.612394,42.042023,0,2008,136000
882,882,0,720,0,0,0,572,52,1,240,1952,4,1,Average,Good,0,No_Fireplace,Typical,60,11556,-93.617238,42.040479,0,2008,116000
1152,1152,0,1152,0,0,0,456,84,2,636,1953,6,1,Average,Typical,0,No_Fireplace,Typical,102,9373,-93.617084,42.040301,0,2008,137500
950,950,0,984,0,0,32,232,0,2,400,1953,5,1,Average,Typical,0,No_Fireplace,Typical,0,12774,-93.617086,42.040391,0,2008,130000
1764,1764,0,0,0,0,72,0,0,1,301,1957,7,2,Average,Typical,1,Typical,Typical,71,8838,-93.612264,42.039445,0,2008,100000
869,869,0,0,0,0,0,0,0,1,390,1948,3,1,Below_Average,Typical,0,No_Fireplace,Typical,60,10122,-93.615484,42.037302,0,2008,89900
1159,747,412,747,0,84,0,747,0,1,288,1925,5,1,Average,Typical,0,No_Fireplace,Typical,45,7506,-93.615484,42.037459,0,2008,114000
672,672,0,672,0,88,108,672,0,1,308,1940,4,1,Below_Average,Typical,0,No_Fireplace,Good,60,5400,-93.612269,42.035723,0,2008,86900
1294,694,600,0,0,220,114,0,0,0,0,1900,7,2,Below_Average,Typical,0,No_Fireplace,Typical,60,10800,-93.612253,42.035222,0,2008,106250
1716,858,858,858,0,0,84,539,318,2,490,1962,8,1,Above_Average,Typical,1,Good,Typical,70,9247,-93.607422,42.040021,0,2008,171000
1312,1312,0,1312,0,0,304,675,125,2,495,1958,6,1,Good,Typical,1,Good,Typical,76,11355,-93.605189,42.041173,6500,2008,186000
910,910,0,105,0,196,0,105,0,2,414,1953,5,1,Average,Good,0,No_Fireplace,Good,74,8892,-93.608219,42.03807,0,2008,116000
1048,1048,0,0,0,0,27,0,0,2,420,1950,7,1,Average,Typical,0,No_Fireplace,Typical,60,7200,-93.608909,42.037104,0,2008,98300
1256,1256,0,1256,0,0,240,292,0,1,311,1959,6,1,Average,Good,0,No_Fireplace,Typical,80,8000,-93.605971,42.037162,0,2008,159000
1320,819,501,768,0,108,0,453,0,2,576,1948,5,2,Above_Average,Typical,0,No_Fireplace,Typical,60,8064,-93.610604,42.034811,0,2008,138000
984,984,0,936,0,0,0,936,0,1,280,1954,4,1,Above_Average,Typical,0,No_Fireplace,Typical,64,6390,-93.607948,42.034564,0,2008,112500
832,832,0,832,0,0,0,832,0,2,528,1954,4,1,Above_Average,Good,0,No_Fireplace,Typical,59,7227,-93.608765,42.034789,0,2008,105500
1796,983,813,780,0,0,50,380,415,2,483,1963,8,1,Above_Average,Typical,1,Typical,Typical,71,7056,-93.604986,42.036973,0,2008,140000
1117,1117,0,1117,0,0,0,1117,0,1,264,1963,6,1,Average,Typical,0,No_Fireplace,Typical,69,7590,-93.603702,42.035724,0,2008,136870
764,764,0,680,0,0,0,680,0,2,504,1925,4,1,Average,Typical,0,No_Fireplace,Typical,30,5232,-93.619415,42.034128,0,2008,73000
1323,948,375,780,0,0,0,780,0,2,400,1948,6,1,Average,Typical,0,No_Fireplace,Typical,57,9184,-93.62005,42.032611,0,2008,122600
672,672,0,672,0,0,0,672,0,1,256,1940,4,1,Average,Typical,0,No_Fireplace,Typical,60,4800,-93.616991,42.032419,0,2008,64000
1456,728,728,728,0,0,0,728,0,1,308,1915,7,1,Above_Average,Good,0,No_Fireplace,Good,60,6000,-93.617106,42.03136,0,2008,139500
2082,1362,720,1362,0,280,238,1362,0,2,484,2003,6,2,Good,Good,0,No_Fireplace,Typical,63,11426,-93.6195822,42.0304142,0,2008,200000
1656,1095,561,801,0,187,0,801,0,2,440,1940,8,2,Below_Average,Typical,0,No_Fireplace,Typical,63,7628,-93.6198478,42.030418,0,2008,119164
1027,1027,0,931,0,0,28,931,0,0,0,1920,5,1,Good,Good,1,Typical,Good,60,5400,-93.613969,42.032161,0,2008,120000
1436,884,552,884,0,0,0,294,0,2,828,1940,8,2,Above_Average,Typical,2,Good,Typical,60,10800,-93.615447,42.032272,0,2008,155000
899,899,0,481,0,0,0,481,0,1,200,1910,5,1,Average,Typical,0,No_Fireplace,Typical,60,6756,-93.615031,42.030406,0,2008,78000
1499,904,595,904,0,0,20,459,0,3,869,1946,5,1,Average,Typical,1,Poor,Typical,75,9000,-93.607771,42.033249,0,2008,140000
928,928,0,928,0,0,0,620,0,1,288,1957,5,1,Average,Typical,0,No_Fireplace,Typical,50,6000,-93.607713,42.032094,0,2008,112500
3493,1675,1818,1470,0,302,0,1470,0,3,870,1880,10,3,Good,Good,1,Excellent,Typical,87,18386,-93.6077128,42.0304823,0,2008,295000
1416,876,540,876,0,418,0,876,0,3,720,1915,7,1,Average,Typical,1,Good,Typical,100,12665,-93.620179,42.029058,0,2008,153900
1450,730,720,624,0,0,192,508,0,1,288,1920,7,1,Good,Typical,0,No_Fireplace,Typical,53,5350,-93.620183,42.02928,0,2008,132000
2058,1134,924,735,0,0,0,416,0,2,396,1917,8,1,Above_Average,Typical,1,Good,Typical,60,9600,-93.616885,42.02793,0,2008,129500
1484,742,742,742,0,0,291,742,0,0,0,1914,9,2,Above_Average,Typical,1,Good,Typical,35,6300,-93.613845,42.02813,0,2008,128000
2358,938,1215,684,205,0,54,425,0,0,0,1872,8,2,Very_Good,Typical,0,No_Fireplace,Typical,50,5250,-93.6096888,42.0288284,0,2008,122000
1111,572,539,572,0,0,0,572,0,1,288,1926,5,1,Good,Typical,1,Good,Typical,0,5700,-93.6096482,42.0287814,0,2008,116900
2775,1521,1254,1237,0,105,502,1237,0,2,880,1893,9,3,Very_Excellent,Good,1,Good,Excellent,75,13500,-93.610008,42.028397,0,2008,325000
2495,1313,1182,1313,0,0,299,1313,0,2,342,1890,10,2,Good,Typical,1,Good,Typical,60,10800,-93.6075521,42.0273991,0,2008,184000
984,984,0,984,0,0,0,784,164,1,308,1959,5,1,Average,Fair,0,No_Fireplace,Typical,65,9750,-93.6059697,42.0272517,0,2008,110000
1795,1050,745,1050,0,0,0,1050,335,1,352,1954,7,2,Average,Typical,0,No_Fireplace,Typical,81,12150,-93.606196,42.02774,0,2008,131500
1093,1093,0,869,0,0,0,869,0,1,308,1958,5,1,Below_Average,Typical,0,No_Fireplace,Typical,52,8516,-93.6043548,42.0272664,0,2008,115500
1143,1143,0,1008,0,265,0,329,0,1,288,1928,5,1,Average,Typical,1,Poor,Good,55,7111,-93.628806,42.03361,0,2008,138000
935,779,0,742,156,0,0,742,0,1,308,1930,4,1,Average,Typical,0,No_Fireplace,Typical,50,9100,-93.625728,42.03338,600,2008,79500
1738,1144,594,1024,0,0,30,849,0,1,240,1935,6,2,Average,Typical,1,Good,Typical,0,7010,-93.625926,42.03047,0,2008,153000
1210,832,378,672,0,0,0,72,0,1,240,1941,6,1,Average,Good,0,No_Fireplace,Typical,50,5000,-93.625584,42.033568,0,2008,124000
949,949,0,949,0,0,0,949,0,2,370,1924,5,1,Average,Typical,1,Fair,Typical,50,6000,-93.624566,42.033511,0,2008,119000
1158,950,208,862,0,0,0,862,0,1,208,1929,5,1,Above_Average,Typical,1,Good,Typical,50,6000,-93.623514,42.033321,0,2008,120000
1497,825,672,825,0,272,0,462,0,1,672,1937,5,2,Above_Average,Typical,0,No_Fireplace,Typical,50,6000,-93.621532,42.033473,0,2008,157000
1013,1013,0,992,0,0,0,992,0,1,160,1926,6,1,Above_Average,Typical,0,No_Fireplace,Typical,50,5000,-93.622102,42.033493,0,2008,113000
1216,565,651,565,0,0,0,497,0,1,355,1920,6,1,Average,Typical,1,Good,Typical,60,5520,-93.624688,42.031354,0,2008,115000
808,808,0,0,0,0,48,0,0,1,164,1945,6,1,Average,Typical,0,No_Fireplace,Typical,0,6120,-93.622566,42.032476,0,2008,81300
1573,1128,445,1078,0,0,0,1078,0,2,360,1930,8,2,Average,Typical,1,Good,Typical,52,6240,-93.622552,42.031461,0,2008,162900
1285,1072,213,672,0,0,0,295,0,1,240,1948,6,1,Average,Typical,0,No_Fireplace,Typical,50,8635,-93.6218858,42.031057,0,2008,127000
1848,1053,795,833,0,0,0,833,0,2,370,1923,8,1,Above_Average,Good,1,Good,Typical,64,13053,-93.627,42.029399,0,2008,207000
1820,1133,687,1026,0,0,100,697,0,1,240,1925,8,2,Good,Typical,0,No_Fireplace,Typical,60,9120,-93.625556,42.028426,0,2008,184000
838,838,0,816,0,0,0,0,0,1,275,1918,5,1,Above_Average,Fair,0,No_Fireplace,Typical,55,10267,-93.625623,42.029556,0,2008,130000
1609,825,784,796,0,0,182,796,0,1,228,1910,7,1,Above_Average,Typical,0,No_Fireplace,Good,63,4347,-93.6208294,42.0286305,0,2008,127500
768,768,0,768,0,0,0,768,0,2,440,1930,4,1,Above_Average,Typical,0,No_Fireplace,Good,0,6291,-93.6259506,42.0255246,0,2008,93850
1969,1272,0,1272,697,0,34,1272,0,2,400,1938,9,2,Above_Average,Typical,1,Good,Typical,60,6876,-93.627729,42.024265,0,2008,141000
1040,1040,0,1040,0,0,132,1040,0,2,320,1925,5,1,Above_Average,Typical,0,No_Fireplace,Typical,60,7200,-93.6265884,42.0242588,0,2008,127500
1406,1035,371,319,0,0,144,319,0,0,0,1920,6,1,Above_Average,Fair,0,No_Fireplace,Typical,0,7920,-93.625289,42.02295,0,2008,89500
1344,808,536,536,0,42,0,536,0,0,0,1915,8,2,Fair,Typical,0,No_Fireplace,Fair,60,10320,-93.6246096,42.0242331,0,2008,82375
1588,1120,468,0,0,0,59,0,0,2,680,1959,7,2,Below_Average,Typical,1,Good,Typical,80,17120,-93.657031,42.031281,0,2008,134432
1040,1040,0,1040,0,0,0,134,0,1,384,1965,5,1,Average,Typical,0,No_Fireplace,Typical,70,11200,-93.669806,42.033225,0,2008,129500
1096,1096,0,1008,0,168,0,480,39,2,484,1978,6,1,Above_Average,Typical,1,Fair,Typical,80,13014,-93.672241,42.032365,0,2008,157500
894,894,0,894,0,0,0,192,0,2,450,1967,5,1,Average,Good,0,No_Fireplace,Typical,57,9764,-93.677945,42.031123,0,2008,130000
1034,1034,0,450,0,311,0,0,40,2,504,1978,6,1,Above_Average,Typical,1,Poor,Typical,0,7703,-93.672718,42.031348,0,2008,153000
1073,1073,0,1073,0,0,90,852,340,1,270,1967,6,1,Average,Typical,0,No_Fireplace,Typical,0,9981,-93.674179,42.03156,0,2008,120000
1126,1126,0,1060,0,178,0,0,0,2,506,1984,5,1,Average,Typical,0,No_Fireplace,Typical,0,7400,-93.671905,42.030552,0,2008,152000
1006,1006,0,1006,0,0,24,718,0,0,0,1959,5,1,Average,Typical,0,No_Fireplace,Typical,0,9000,-93.665521,42.033454,0,2008,80000
1228,1228,0,1228,0,0,65,1228,0,1,271,1966,6,1,Average,Good,0,No_Fireplace,Typical,0,8544,-93.669465,42.033834,0,2008,149350
960,960,0,960,0,168,0,326,0,1,300,1963,6,1,Average,Good,0,No_Fireplace,Typical,94,9239,-93.663727,42.034414,0,2008,144900
1383,1383,0,1383,0,511,116,319,0,1,354,1954,6,1,Average,Typical,1,Good,Typical,0,13284,-93.665356,42.032566,0,2008,165000
1252,1252,0,1602,0,409,0,93,0,2,564,1960,4,1,Above_Average,Typical,1,Good,Typical,0,13500,-93.666979,42.032155,0,2008,235000
1601,1021,580,533,0,280,34,533,0,1,300,1958,6,1,Average,Typical,0,No_Fireplace,Typical,85,13825,-93.662134,42.03392,0,2008,140000
672,672,0,672,0,168,0,672,0,1,240,1940,4,1,Average,Typical,0,No_Fireplace,Typical,60,10200,-93.660673,42.033692,0,2008,108000
1350,864,486,576,0,0,0,240,0,3,627,1941,6,1,Average,Good,0,No_Fireplace,Typical,63,8375,-93.660521,42.033559,0,2008,152400
2022,1156,866,1160,0,288,117,768,299,2,505,1977,8,2,Good,Typical,1,Typical,Typical,83,10005,-93.6739889,42.0243033,0,2008,192000
1524,1524,0,1524,0,140,0,925,0,2,478,1979,7,2,Good,Typical,2,Good,Typical,82,20270,-93.67358,42.02521,0,2008,245000
1363,1363,0,1385,0,81,0,96,0,2,439,1954,5,1,Good,Typical,2,Typical,Typical,73,39104,-93.666066,42.028568,0,2008,241500
1663,1663,0,1364,0,224,137,248,0,2,529,1954,6,1,Below_Average,Good,2,Good,Typical,0,53227,-93.666216,42.028595,0,2008,256000
1079,617,462,570,0,135,0,570,0,1,249,1948,5,1,Good,Typical,1,Good,Typical,50,5190,-93.66515,42.027507,0,2008,125600
